wavelength spec_sum spec_optimal
5184.94 48.2648 47.3061
5187.84 49.1921 47.6542
5190.73 48.1635 46.6314
5193.62 51.2777 49.2686
5196.51 46.729 45.0782
5199.4 47.7765 46.4257
5202.29 48.516 46.5416
5205.18 45.4894 44.0181
5208.07 46.8262 45.9776
5210.96 46.0861 44.6468
5213.85 49.0132 46.984
5216.74 47.3223 46.4781
5219.63 48.9962 46.4245
5222.52 43.4191 41.6348
5225.41 45.3113 43.2613
5228.3 48.0556 45.78
5231.19 45.3566 43.8953
5234.08 44.9585 43.2415
5236.97 45.6414 44.9374
5239.86 46.9803 45.6444
5242.75 46.5146 45.1656
5245.64 45.6736 45.0746
5248.53 45.0404 43.1548
5251.42 44.155 42.1578
5254.31 42.9448 41.136
5257.2 44.3248 42.6439
5260.09 47.0003 45.2328
5262.98 48.46 45.5666
5265.86 46.0165 44.8103
5268.75 43.1296 42.677
5271.64 44.7441 43.2524
5274.53 48.4857 46.4948
5277.42 44.8643 42.98
5280.31 48.2043 46.2725
5283.2 46.4307 44.856
5286.08 47.706 45.6667
5288.97 46.6327 44.9807
5291.86 45.7079 44.46
5294.75 46.9495 44.8874
5297.64 50.3035 48.9815
5300.52 51.8578 49.5928
5303.41 48.0769 46.5938
5306.3 47.2963 46.6738
5309.19 48.6068 47.7188
5312.07 50.2462 48.997
5314.96 49.1253 47.7112
5317.85 50.6279 47.9026
5320.74 50.8615 49.7082
5323.62 51.5603 49.174
5326.51 51.4912 49.5669
5329.4 51.4865 50.0353
5332.28 44.6499 43.4746
5335.17 53.5166 51.7325
5338.06 48.8899 47.9516
5340.94 46.9032 45.3388
5343.83 48.2867 46.9865
5346.72 48.7765 46.8925
5349.6 48.2983 46.6646
5352.49 48.7155 47.0567
5355.38 46.6558 45.0202
5358.26 50.4763 49.1875
5361.15 53.1619 51.3079
5364.03 52.7125 50.8182
5366.92 51.5186 49.49
5369.8 52.7785 51.8213
5372.69 55.654 54.1799
5375.58 52.627 51.0707
5378.46 48.0501 46.6971
5381.35 49.4789 48.664
5384.23 49.957 49.3141
5387.12 52.5934 51.1723
5390 55.1019 54.0715
5392.89 55.0767 53.9859
5395.77 53.6536 51.8197
5398.66 55.52 54.1483
5401.54 54.0449 53.0999
5404.42 50.5061 49.5508
5407.31 49.1615 48.7724
5410.19 51.6845 50.0774
5413.08 48.5959 46.8125
5415.96 53.4622 51.8183
5418.85 47.9612 47.3395
5421.73 50.7524 49.8654
5424.61 51.9645 51.1308
5427.5 50.6781 49.9517
5430.38 53.6697 51.7561
5433.26 53.8636 52.1556
5436.15 55.5099 54.4097
5439.03 55.1871 54.0734
5441.91 54.92 52.0805
5444.8 54.0457 52.8602
5447.68 53.6563 52.0344
5450.56 54.5652 53.7181
5453.45 51.3169 50.9382
5456.33 53.6317 52.6114
5459.21 52.6192 51.7313
5462.09 53.9071 52.6522
5464.98 54.1533 53.2337
5467.86 53.5441 52.8692
5470.74 52.7898 51.0607
5473.62 54.5851 52.7293
5476.51 53.3656 52.1467
5479.39 50.9311 49.4561
5482.27 52.5738 51.9888
5485.15 52.3209 50.8076
5488.03 50.5751 48.8118
5490.91 54.1253 53.1533
5493.8 53.0827 51.7977
5496.68 54.1353 53.0697
5499.56 51.4078 50.058
5502.44 52.2009 51.8985
5505.32 52.3806 51.7036
5508.2 53.5547 52.6241
5511.08 58.532 57.1599
5513.96 52.9799 51.4238
5516.84 50.6486 50.5941
5519.73 55.155 55.0443
5522.61 55.5126 53.4644
5525.49 56.1853 55.4431
5528.37 53.0821 51.9232
5531.25 51.4069 50.309
5534.13 52.7935 52.1525
5537.01 54.9491 53.5994
5539.89 52.8083 52.6742
5542.77 52.3917 50.8698
5545.65 53.6015 52.1477
5548.53 53.1452 52.1116
5551.41 52.9085 51.6602
5554.28 52.6443 51.0827
5557.16 52.2412 51.7199
